graph_family,input_description,n,p_delete,p_positive,clique_sizes_label,num_cliques,largest_clique_size,clique_imbalance_ratio,ego_id,avg_edge_pivot_ratio,avg_edge_lp_ratio,avg_complete_bad_triangle_density,avg_edge_bad_triangle_density,median_runtime_seconds
random,"random n=20, p+=0.400",20,0.15,0.4,,,,,,1.4412741542464322,0.830481849116322,0.2891754385964912,0.11557894736842104,1.0829745531082153
random,"random n=20, p+=0.400",20,0.25,0.4,,,,,,1.4649274892376283,0.9116608605317971,0.2891754385964912,0.041105263157894735,0.5202414989471436
random,"random n=20, p+=0.400",20,0.4,0.4,,,,,,,,0.2891754385964912,0.0,0.43109893798828125
random,"random n=20, p+=0.500",20,0.05,0.5,,,,,,1.3692913140711296,0.8119246926444298,0.3770350877192983,0.30766666666666664,1.3259245157241821
random,"random n=20, p+=0.500",20,0.15,0.5,,,,,,1.4107673903759745,0.8267078606095188,0.3770350877192983,0.1884912280701755,1.8103210926055908
random,"random n=20, p+=0.500",20,0.25,0.5,,,,,,1.4363053199945162,0.8596206762186591,0.3770350877192983,0.09547368421052632,0.7861655950546265
random,"random n=20, p+=0.500",20,0.4,0.5,,,,,,1.5024217615717612,0.9634640174640176,0.3770350877192983,0.014491228070175438,0.624264121055603
random,"random n=20, p+=0.600",20,0.05,0.6,,,,,,1.3356835334365649,0.8762802935085371,0.4323157894736842,0.36633333333333334,1.399047613143921
random,"random n=20, p+=0.600",20,0.15,0.6,,,,,,1.3645706413554957,0.8555447127356062,0.4323157894736842,0.2463859649122807,1.742772102355957
random,"random n=20, p+=0.600",20,0.25,0.6,,,,,,1.3978908964115981,0.8560145380189843,0.4323157894736842,0.14773684210526317,0.8770620822906494
random,"random n=20, p+=0.600",20,0.4,0.6,,,,,,1.468592023788917,0.9129690235181604,0.4323157894736842,0.046087719298245615,0.6578664779663086
random,"random n=20, p+=0.700",20,0.05,0.7,,,,,,1.4805233451375608,0.9927686451741525,0.4384561403508772,0.380578947368421,0.48580896854400635
random,"random n=20, p+=0.700",20,0.15,0.7,,,,,,1.46810136338399,0.980799268971027,0.4384561403508772,0.2750877192982456,0.7337750196456909
random,"random n=20, p+=0.700",20,0.25,0.7,,,,,,1.4654419974306896,0.9555483278047331,0.4384561403508772,0.18384210526315792,0.49594688415527344
random,"random n=20, p+=0.700",20,0.4,0.7,,,,,,1.487919038099679,0.9316124628102945,0.4384561403508772,0.08070175438596491,0.36737656593322754
random,"random n=20, p+=0.800",20,0.05,0.8,,,,,,1.8979048035988129,1.0,0.3798245614035087,0.3352105263157894,0.4182585477828979
random,"random n=20, p+=0.800",20,0.15,0.8,,,,,,1.9454756718807875,1.0,0.3798245614035087,0.2538245614035088,0.37201094627380366
random,"random n=20, p+=0.800",20,0.25,0.8,,,,,,1.8830440788180898,0.9998717892935357,0.3798245614035087,0.18108771929824563,0.3367960453033447
random,"random n=20, p+=0.800",20,0.4,0.8,,,,,,1.6908667751279005,0.9898246667645677,0.3798245614035087,0.09496491228070175,0.29620158672332764
random,"random n=25, p+=0.200",25,0.05,0.2,,,,,,1.4621868286295103,0.8075417880155277,0.09602608695652176,0.05518260869565217,0.8081340789794922
random,"random n=25, p+=0.200",25,0.15,0.2,,,,,,1.389347186147186,0.9617117604617604,0.09602608695652176,0.006147826086956521,1.827138066291809
random,"random n=25, p+=0.200",25,0.25,0.2,,,,,,,,0.09602608695652176,0.0,0.5045034885406494
random,"random n=25, p+=0.200",25,0.4,0.2,,,,,,,,0.09602608695652176,0.0,0.4429550170898437
random,"random n=25, p+=0.300",25,0.05,0.3,,,,,,1.4527740456445288,0.7498137515863139,0.19002608695652173,0.13324347826086957,1.568327784538269
random,"random n=25, p+=0.300",25,0.15,0.3,,,,,,1.453205535543477,0.825323339621404,0.19002608695652173,0.04822608695652173,3.2536654472351074
random,"random n=25, p+=0.300",25,0.25,0.3,,,,,,1.4002333555333555,0.9701085026085025,0.19002608695652173,0.005600000000000001,0.894660472869873
random,"random n=25, p+=0.300",25,0.4,0.3,,,,,,,,0.19002608695652173,0.0,0.8190585374832153
random,"random n=25, p+=0.400",25,0.05,0.4,,,,,,1.4052005603096884,0.7414384254154177,0.29062608695652176,0.22462608695652173,2.917654514312744
random,"random n=25, p+=0.400",25,0.15,0.4,,,,,,1.4396442996238517,0.7742640310837069,0.29062608695652176,0.11449565217391305,4.228284001350403
random,"random n=25, p+=0.400",25,0.25,0.4,,,,,,1.4326992399369514,0.8540968101519826,0.29062608695652176,0.041817391304347834,1.6992576122283936
random,"random n=25, p+=0.400",25,0.4,0.4,,,,,,,,0.29062608695652176,0.0,1.530888319015503
random,"random n=25, p+=0.500",25,0.05,0.5,,,,,,1.3438706439825012,0.7629372176649893,0.37670434782608686,0.3070782608695652,5.103999376296997
random,"random n=25, p+=0.500",25,0.15,0.5,,,,,,1.3703212041742268,0.7682507071897006,0.37670434782608686,0.18576521739130436,10.46896517276764
random,"random n=25, p+=0.500",25,0.25,0.5,,,,,,1.4076713505677965,0.8010929786691436,0.37670434782608686,0.09532173913043479,2.693157911300659
random,"random n=25, p+=0.500",25,0.4,0.5,,,,,,1.4970796370897765,0.9394669756735352,0.37670434782608686,0.01433913043478261,2.3939599990844727
random,"random n=25, p+=0.600",25,0.05,0.6,,,,,,1.3123462378923059,0.8374827103172987,0.43267826086956523,0.3646782608695651,8.929333448410034
random,"random n=25, p+=0.600",25,0.15,0.6,,,,,,1.3379050629209035,0.8164979010439736,0.43267826086956523,0.24281739130434782,11.513771057128906
random,"random n=25, p+=0.600",25,0.25,0.6,,,,,,1.3777491886864808,0.8187410949285524,0.43267826086956523,0.14680869565217392,3.159628987312317
random,"random n=25, p+=0.600",25,0.4,0.6,,,,,,1.4592931990757805,0.8838026343580312,0.43267826086956523,0.04642608695652174,3.664143204689026
random,"random n=25, p+=0.700",25,0.05,0.7,,,,,,1.4913921953326832,0.9899696495719337,0.4403913043478261,0.3806956521739131,0.832476019859314
random,"random n=25, p+=0.700",25,0.15,0.7,,,,,,1.4419426222229177,0.9634327971004228,0.4403913043478261,0.2722173913043478,3.196853756904602
random,"random n=25, p+=0.700",25,0.25,0.7,,,,,,1.4295966703650294,0.9249633323730682,0.4403913043478261,0.18193043478260873,0.9857566356658936
random,"random n=25, p+=0.700",25,0.4,0.7,,,,,,1.445410691799506,0.8909307784875442,0.4403913043478261,0.08006956521739131,1.125960111618042
random,"random n=25, p+=0.800",25,0.05,0.8,,,,,,1.9266051510416127,1.0,0.38130434782608696,0.3360695652173913,0.5731151103973389
random,"random n=25, p+=0.800",25,0.15,0.8,,,,,,1.9636788697393763,1.0,0.38130434782608696,0.25321739130434784,0.7725603580474854
random,"random n=25, p+=0.800",25,0.25,0.8,,,,,,1.8819728895284769,1.0,0.38130434782608696,0.18157391304347825,0.4354511499404907
random,"random n=25, p+=0.800",25,0.4,0.8,,,,,,1.65496450825961,0.9887640089793674,0.38130434782608696,0.09618260869565218,0.7110099792480469
random,"random n=30, p+=0.200",30,0.05,0.2,,,,,,1.4579546421442588,0.7532066986404424,0.09496551724137932,0.05461083743842365,3.23767352104187
random,"random n=30, p+=0.200",30,0.15,0.2,,,,,,1.379469290839879,0.9294062334724099,0.09496551724137932,0.0059655172413793115,7.611993432044983
random,"random n=30, p+=0.200",30,0.25,0.2,,,,,,,,0.09496551724137932,0.0,1.2136259078979492
random,"random n=30, p+=0.200",30,0.4,0.2,,,,,,,,0.09496551724137932,0.0,0.9971020221710205
random,"random n=30, p+=0.300",30,0.05,0.3,,,,,,1.4414386154992416,0.7152964301449047,0.1900246305418719,0.1336896551724138,11.333826541900635
random,"random n=30, p+=0.300",30,0.15,0.3,,,,,,1.4488464569552297,0.7794162906918928,0.1900246305418719,0.04851724137931034,14.9073646068573
random,"random n=30, p+=0.300",30,0.25,0.3,,,,,,1.3970775041951509,0.9422382299073476,0.1900246305418719,0.005704433497536945,3.399083375930786
random,"random n=30, p+=0.300",30,0.4,0.3,,,,,,,,0.1900246305418719,0.0,3.1684439182281494
random,"random n=30, p+=0.400",30,0.05,0.4,,,,,,1.3795042395967834,0.7089682004402372,0.2883940886699507,0.22259113300492608,36.146055459976196
random,"random n=30, p+=0.400",30,0.15,0.4,,,,,,1.4151061112872996,0.7379832144769481,0.2883940886699507,0.11363546798029554,26.563316464424133
random,"random n=30, p+=0.400",30,0.25,0.4,,,,,,1.4345667775221917,0.8130237484497596,0.2883940886699507,0.04116256157635467,8.626908540725708
random,"random n=30, p+=0.400",30,0.4,0.4,,,,,,,,0.2883940886699507,0.0,7.817740201950073
random,"random n=30, p+=0.500",30,0.05,0.5,,,,,,1.3236862455075067,0.7326198751198721,0.3738669950738916,0.30429556650246303,59.03315281867981
random,"random n=30, p+=0.500",30,0.15,0.5,,,,,,1.3645341408271263,0.7407903289942496,0.3738669950738916,0.1833694581280788,39.37987554073334
random,"random n=30, p+=0.500",30,0.25,0.5,,,,,,1.398238780143667,0.7662806175174885,0.3738669950738916,0.09314285714285714,15.812554121017456
random,"random n=30, p+=0.500",30,0.4,0.5,,,,,,1.4619351740651567,0.9143423626708416,0.3738669950738916,0.014221674876847293,13.08368968963623
random,"random n=30, p+=0.600",30,0.05,0.6,,,,,,1.3024414716245496,0.8103892472957667,0.4309261083743842,0.3637635467980296,56.466890931129456
random,"random n=30, p+=0.600",30,0.15,0.6,,,,,,1.3353084212397182,0.7847173588446559,0.4309261083743842,0.24360591133004925,43.01501643657684
random,"random n=30, p+=0.600",30,0.25,0.6,,,,,,1.3719770961722852,0.7842304148438953,0.4309261083743842,0.1467192118226601,18.92121982574463
random,"random n=30, p+=0.600",30,0.4,0.6,,,,,,1.4192385645714476,0.8277236383328426,0.4309261083743842,0.047167487684729066,15.369829893112183
random,"random n=30, p+=0.700",30,0.05,0.7,,,,,,1.4842210312885822,0.9912991042543396,0.4371527093596059,0.3786995073891625,2.5694594383239746
random,"random n=30, p+=0.700",30,0.15,0.7,,,,,,1.4370176864993371,0.9555066847346807,0.4371527093596059,0.27223152709359605,4.410115122795105
random,"random n=30, p+=0.700",30,0.25,0.7,,,,,,1.4015470809761874,0.8912724683312047,0.4371527093596059,0.18204926108374386,4.069914937019348
random,"random n=30, p+=0.700",30,0.4,0.7,,,,,,1.4124268720665276,0.8511050755685173,0.4371527093596059,0.08075369458128077,2.235994815826416
random,"random n=30, p+=0.800",30,0.05,0.8,,,,,,1.9304815634544972,1.0,0.3800886699507388,0.33542857142857135,1.773710012435913
random,"random n=30, p+=0.800",30,0.15,0.8,,,,,,1.998268582280118,1.0,0.3800886699507388,0.2529408866995074,2.437978148460388
random,"random n=30, p+=0.800",30,0.25,0.8,,,,,,1.907725708050966,0.9991964285714287,0.3800886699507388,0.18133004926108373,0.717427134513855
random,"random n=30, p+=0.800",30,0.4,0.8,,,,,,1.6449385173424438,0.9885902311888978,0.3800886699507388,0.09607389162561576,0.7647687196731567
